Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,City,Postal Code,len_date,Revenue
295725,AAA Batteries (4-pack),3,2.99,2019-12-05 15:01:00,911 River St, San Francisco, CA 94016,14,8.97
295726,iPhone,1,700.0,2019-12-25 14:49:00,203 Lakeview St, Boston, MA 02215,14,700.0
295726,Lightning Charging Cable,1,14.95,2019-12-25 14:49:00,203 Lakeview St, Boston, MA 02215,14,14.95
295727,Bose SoundSport Headphones,1,99.99,2019-12-14 14:03:00,5 Dogwood St, San Francisco, CA 94016,14,99.99
295728,27in FHD Monitor,1,149.99,2019-12-21 19:21:00,366 Washington St, New York City, NY 10001,14,149.99
295729,34in Ultrawide Monitor,1,379.99,2019-12-28 21:58:00,432 1st St, Dallas, TX 75001,14,379.99
295730,34in Ultrawide Monitor,1,379.99,2019-12-14 20:04:00,574 West St, San Francisco, CA 94016,14,379.99
295731,USB-C Charging Cable,1,11.95,2019-12-16 11:47:00,33 9th St, San Francisco, CA 94016,14,11.95
295732,Apple Airpods Headphones,1,150.0,2019-12-29 18:44:00,860 Washington St, Boston, MA 02215,14,150.0
295733,27in FHD Monitor,1,149.99,2019-12-20 11:31:00,228 5th St, Boston, MA 02215,14,149.99
295734,AAA Batteries (4-pack),1,2.99,2019-12-25 12:38:00,453 Jackson St, Portland, OR 97035,14,2.99
295735,iPhone,1,700.0,2019-12-22 18:25:00,374 Lincoln St, New York City, NY 10001,14,700.0
295735,Apple Airpods Headphones,1,150.0,2019-12-22 18:25:00,374 Lincoln St, New York City, NY 10001,14,150.0
295735,Wired Headphones,1,11.99,2019-12-22 18:25:00,374 Lincoln St, New York City, NY 10001,14,11.99
295736,USB-C Charging Cable,2,11.95,2019-12-27 14:26:00,523 Lincoln St, San Francisco, CA 94016,14,23.9
295737,iPhone,1,700.0,2019-12-19 08:51:00,966 10th St, Atlanta, GA 30301,14,700.0
295737,Lightning Charging Cable,1,14.95,2019-12-19 08:51:00,966 10th St, Atlanta, GA 30301,14,14.95
295738,AAA Batteries (4-pack),1,2.99,2019-12-20 18:19:00,829 7th St, Dallas, TX 75001,14,2.99
295739,USB-C Charging Cable,1,11.95,2019-12-14 21:07:00,949 Wilson St, Los Angeles, CA 90001,14,11.95
295740,USB-C Charging Cable,1,11.95,2019-12-01 20:36:00,102 Cedar St, New York City, NY 10001,14,11.95
295741,Apple Airpods Headphones,1,150.0,2019-12-02 21:39:00,829 Johnson St, Boston, MA 02215,14,150.0
295742,Apple Airpods Headphones,1,150.0,2019-12-09 23:45:00,368 Sunset St, New York City, NY 10001,14,150.0
295743,USB-C Charging Cable,1,11.95,2019-12-03 11:52:00,346 South St, New York City, NY 10001,14,11.95
295744,AA Batteries (4-pack),2,3.84,2019-12-19 03:54:00,579 Lake St, San Francisco, CA 94016,14,7.68
295745,Flatscreen TV,1,300.0,2019-12-24 10:38:00,124 Lakeview St, New York City, NY 10001,14,300.0
295746,27in FHD Monitor,1,149.99,2019-12-27 16:14:00,143 Adams St, New York City, NY 10001,14,149.99
295747,AA Batteries (4-pack),3,3.84,2019-12-10 21:50:00,11 8th St, San Francisco, CA 94016,14,11.52
295748,Wired Headphones,1,11.99,2019-12-07 19:39:00,45 Church St, Boston, MA 02215,14,11.99
295749,Wired Headphones,2,11.99,2019-12-04 05:24:00,983 Highland St, Los Angeles, CA 90001,14,23.98
295750,Bose SoundSport Headphones,1,99.99,2019-12-27 20:26:00,25 Lincoln St, San Francisco, CA 94016,14,99.99
295751,AAA Batteries (4-pack),1,2.99,2019-12-29 11:03:00,922 Hickory St, Los Angeles, CA 90001,14,2.99
295752,Google Phone,1,600.0,2019-12-11 12:29:00,341 Forest St, Dallas, TX 75001,14,600.0
295753,34in Ultrawide Monitor,1,379.99,2019-12-25 06:26:00,365 Washington St, Dallas, TX 75001,14,379.99
295753,Lightning Charging Cable,1,14.95,2019-12-25 06:26:00,365 Washington St, Dallas, TX 75001,14,14.95
295754,Lightning Charging Cable,1,14.95,2019-12-07 19:26:00,502 Cherry St, Austin, TX 73301,14,14.95
295755,Apple Airpods Headphones,1,150.0,2019-12-21 06:52:00,32 1st St, Boston, MA 02215,14,150.0
295756,34in Ultrawide Monitor,1,379.99,2019-12-02 22:44:00,20 Wilson St, Atlanta, GA 30301,14,379.99
295757,AA Batteries (4-pack),1,3.84,2019-12-05 08:59:00,819 Lake St, Portland, OR 97035,14,3.84
295758,Wired Headphones,1,11.99,2019-12-26 23:42:00,910 Jackson St, New York City, NY 10001,14,11.99
295759,Bose SoundSport Headphones,1,99.99,2019-12-25 06:53:00,15 Pine St, New York City, NY 10001,14,99.99
295759,Wired Headphones,1,11.99,2019-12-25 06:53:00,15 Pine St, New York City, NY 10001,14,11.99
295760,Bose SoundSport Headphones,1,99.99,2019-12-30 18:40:00,239 4th St, Atlanta, GA 30301,14,99.99
295761,Lightning Charging Cable,1,14.95,2019-12-31 17:32:00,79 Chestnut St, Dallas, TX 75001,14,14.95
295762,iPhone,1,700.0,2019-12-04 08:16:00,342 9th St, New York City, NY 10001,14,700.0
295763,27in FHD Monitor,1,149.99,2019-12-18 13:15:00,594 4th St, Los Angeles, CA 90001,14,149.99
295764,Lightning Charging Cable,1,14.95,2019-12-01 14:44:00,734 Hill St, New York City, NY 10001,14,14.95
295765,Wired Headphones,1,11.99,2019-12-08 20:22:00,918 4th St, Seattle, WA 98101,14,11.99
295766,Lightning Charging Cable,1,14.95,2019-12-17 22:58:00,795 8th St, Seattle, WA 98101,14,14.95
295767,AAA Batteries (4-pack),1,2.99,2019-12-21 13:00:00,891 7th St, New York City, NY 10001,14,2.99
295768,AAA Batteries (4-pack),2,2.99,2019-12-22 22:36:00,98 Johnson St, New York City, NY 10001,14,5.98
295769,Bose SoundSport Headphones,1,99.99,2019-12-27 19:44:00,309 6th St, San Francisco, CA 94016,14,99.99
295770,Bose SoundSport Headphones,1,99.99,2019-12-28 10:27:00,307 South St, San Francisco, CA 94016,14,99.99
295771,AAA Batteries (4-pack),1,2.99,2019-12-23 12:10:00,352 Meadow St, San Francisco, CA 94016,14,2.99
295772,Lightning Charging Cable,1,14.95,2019-12-17 10:24:00,44 Main St, Atlanta, GA 30301,14,14.95
295773,Apple Airpods Headphones,1,150.0,2019-12-07 20:09:00,632 Cherry St, Los Angeles, CA 90001,14,150.0
295774,Bose SoundSport Headphones,1,99.99,2019-12-31 11:00:00,196 Wilson St, Los Angeles, CA 90001,14,99.99
295775,Google Phone,1,600.0,2019-12-04 15:02:00,439 Jefferson St, Dallas, TX 75001,14,600.0
295776,USB-C Charging Cable,1,11.95,2019-12-22 20:23:00,552 Hill St, Atlanta, GA 30301,14,11.95
295777,AAA Batteries (4-pack),1,2.99,2019-12-09 19:47:00,598 14th St, Atlanta, GA 30301,14,2.99
295778,AA Batteries (4-pack),1,3.84,2019-12-08 21:09:00,820 Adams St, San Francisco, CA 94016,14,3.84
295779,Wired Headphones,1,11.99,2019-12-25 15:40:00,201 Madison St, Los Angeles, CA 90001,14,11.99
295780,USB-C Charging Cable,1,11.95,2019-12-26 00:08:00,864 Hickory St, Boston, MA 02215,14,11.95
295781,USB-C Charging Cable,1,11.95,2019-12-08 12:32:00,413 Forest St, Boston, MA 02215,14,11.95
295782,34in Ultrawide Monitor,1,379.99,2019-12-19 20:06:00,544 South St, Dallas, TX 75001,14,379.99
295783,Vareebadd Phone,1,400.0,2019-12-06 12:41:00,87 5th St, San Francisco, CA 94016,14,400.0
295783,USB-C Charging Cable,1,11.95,2019-12-06 12:41:00,87 5th St, San Francisco, CA 94016,14,11.95
295784,USB-C Charging Cable,1,11.95,2019-12-31 13:04:00,935 Jackson St, Seattle, WA 98101,14,11.95
295785,Bose SoundSport Headphones,1,99.99,2019-12-09 20:35:00,801 West St, Boston, MA 02215,14,99.99
295786,USB-C Charging Cable,1,11.95,2019-12-24 10:27:00,859 12th St, Atlanta, GA 30301,14,11.95
295786,Apple Airpods Headphones,1,150.0,2019-12-24 10:27:00,859 12th St, Atlanta, GA 30301,14,150.0
295787,USB-C Charging Cable,1,11.95,2019-12-28 21:03:00,458 Elm St, Atlanta, GA 30301,14,11.95
295788,AA Batteries (4-pack),1,3.84,2019-12-28 20:30:00,885 Lincoln St, Los Angeles, CA 90001,14,3.84
295789,Lightning Charging Cable,1,14.95,2019-12-05 15:09:00,157 Main St, Austin, TX 73301,14,14.95
295790,Lightning Charging Cable,1,14.95,2019-12-05 19:20:00,420 Center St, Los Angeles, CA 90001,14,14.95
295791,USB-C Charging Cable,1,11.95,2019-12-14 10:22:00,286 North St, New York City, NY 10001,14,11.95
295792,Lightning Charging Cable,1,14.95,2019-12-20 09:46:00,5 11th St, San Francisco, CA 94016,14,14.95
295793,Google Phone,1,600.0,2019-12-15 11:26:00,275 Jackson St, San Francisco, CA 94016,14,600.0
295793,USB-C Charging Cable,1,11.95,2019-12-15 11:26:00,275 Jackson St, San Francisco, CA 94016,14,11.95
295794,27in 4K Gaming Monitor,1,389.99,2019-12-20 15:43:00,796 Chestnut St, Boston, MA 02215,14,389.99
295795,Apple Airpods Headphones,1,150.0,2019-12-08 20:01:00,177 Walnut St, Los Angeles, CA 90001,14,150.0
295796,Lightning Charging Cable,1,14.95,2019-12-13 21:11:00,677 Lakeview St, Seattle, WA 98101,14,14.95
295797,Wired Headphones,1,11.99,2019-12-16 09:23:00,163 Washington St, Portland, ME 04101,14,11.99
295798,Wired Headphones,1,11.99,2019-12-05 12:10:00,372 Chestnut St, Austin, TX 73301,14,11.99
295799,AAA Batteries (4-pack),1,2.99,2019-12-22 08:02:00,236 Elm St, Los Angeles, CA 90001,14,2.99
295800,AAA Batteries (4-pack),1,2.99,2019-12-29 10:07:00,140 10th St, Atlanta, GA 30301,14,2.99
295801,Lightning Charging Cable,1,14.95,2019-12-19 12:57:00,943 Johnson St, San Francisco, CA 94016,14,14.95
295802,34in Ultrawide Monitor,1,379.99,2019-12-11 19:45:00,838 Ridge St, San Francisco, CA 94016,14,379.99
295803,Lightning Charging Cable,1,14.95,2019-12-24 10:39:00,513 Maple St, Los Angeles, CA 90001,14,14.95
295804,Apple Airpods Headphones,1,150.0,2019-12-20 02:31:00,705 4th St, Los Angeles, CA 90001,14,150.0
295805,Wired Headphones,1,11.99,2019-12-06 14:55:00,528 Willow St, New York City, NY 10001,14,11.99
295806,Lightning Charging Cable,1,14.95,2019-12-01 08:16:00,323 Forest St, Dallas, TX 75001,14,14.95
295807,20in Monitor,1,109.99,2019-12-23 10:59:00,286 Lincoln St, Los Angeles, CA 90001,14,109.99
295808,AAA Batteries (4-pack),1,2.99,2019-12-21 10:45:00,961 Jackson St, San Francisco, CA 94016,14,2.99
295809,27in FHD Monitor,1,149.99,2019-12-28 12:33:00,602 Ridge St, San Francisco, CA 94016,14,149.99
295810,Lightning Charging Cable,1,14.95,2019-12-17 08:45:00,499 13th St, San Francisco, CA 94016,14,14.95
295811,AAA Batteries (4-pack),1,2.99,2019-12-23 11:59:00,792 7th St, New York City, NY 10001,14,2.99
295812,AA Batteries (4-pack),1,3.84,2019-12-23 14:58:00,359 12th St, Seattle, WA 98101,14,3.84
295813,Bose SoundSport Headphones,1,99.99,2019-12-11 21:07:00,901 Madison St, New York City, NY 10001,14,99.99
295814,AA Batteries (4-pack),3,3.84,2019-12-24 08:29:00,987 Cherry St, Los Angeles, CA 90001,14,11.52
295815,Lightning Charging Cable,1,14.95,2019-12-28 18:44:00,464 Willow St, Boston, MA 02215,14,14.95
295816,USB-C Charging Cable,1,11.95,2019-12-21 19:28:00,253 Jefferson St, Atlanta, GA 30301,14,11.95
295817,USB-C Charging Cable,1,11.95,2019-12-19 06:07:00,963 Washington St, Austin, TX 73301,14,11.95
295817,20in Monitor,1,109.99,2019-12-19 06:07:00,963 Washington St, Austin, TX 73301,14,109.99
295818,Wired Headphones,1,11.99,2019-12-07 16:28:00,725 Wilson St, Boston, MA 02215,14,11.99
295819,Lightning Charging Cable,1,14.95,2019-12-23 12:11:00,138 Highland St, Portland, OR 97035,14,14.95
295820,Bose SoundSport Headphones,1,99.99,2019-12-13 09:42:00,51 Highland St, San Francisco, CA 94016,14,99.99
295821,Bose SoundSport Headphones,1,99.99,2019-12-29 14:16:00,65 Center St, Boston, MA 02215,14,99.99
295822,Google Phone,1,600.0,2019-12-04 13:53:00,307 Wilson St, San Francisco, CA 94016,14,600.0
295822,Wired Headphones,1,11.99,2019-12-04 13:53:00,307 Wilson St, San Francisco, CA 94016,14,11.99
295823,iPhone,1,700.0,2019-12-10 02:12:00,852 Maple St, Austin, TX 73301,14,700.0
295824,Wired Headphones,1,11.99,2019-12-29 15:45:00,611 North St, New York City, NY 10001,14,11.99
295825,Apple Airpods Headphones,1,150.0,2019-12-17 16:13:00,189 Pine St, Atlanta, GA 30301,14,150.0
295826,USB-C Charging Cable,1,11.95,2019-12-07 14:18:00,765 Washington St, San Francisco, CA 94016,14,11.95
295827,Bose SoundSport Headphones,1,99.99,2019-12-01 18:25:00,486 4th St, Los Angeles, CA 90001,14,99.99
295828,USB-C Charging Cable,1,11.95,2019-12-13 18:56:00,984 Chestnut St, San Francisco, CA 94016,14,11.95
295829,Google Phone,1,600.0,2019-12-27 13:07:00,904 13th St, Atlanta, GA 30301,14,600.0
295829,USB-C Charging Cable,1,11.95,2019-12-27 13:07:00,904 13th St, Atlanta, GA 30301,14,11.95
295830,Bose SoundSport Headphones,1,99.99,2019-12-18 14:52:00,515 Main St, New York City, NY 10001,14,99.99
295831,27in 4K Gaming Monitor,1,389.99,2019-12-19 14:28:00,335 Chestnut St, Dallas, TX 75001,14,389.99
295832,AA Batteries (4-pack),2,3.84,2019-12-21 15:52:00,972 Sunset St, Boston, MA 02215,14,7.68
295833,USB-C Charging Cable,1,11.95,2019-12-28 21:48:00,673 Church St, Atlanta, GA 30301,14,11.95
295834,Google Phone,1,600.0,2019-12-16 19:45:00,847 Lakeview St, San Francisco, CA 94016,14,600.0
295835,USB-C Charging Cable,1,11.95,2019-12-24 15:34:00,892 Adams St, Austin, TX 73301,14,11.95
295836,Lightning Charging Cable,1,14.95,2019-12-15 17:49:00,686 Cedar St, San Francisco, CA 94016,14,14.95
295837,Bose SoundSport Headphones,1,99.99,2019-12-30 22:22:00,654 Highland St, Los Angeles, CA 90001,14,99.99
295838,34in Ultrawide Monitor,1,379.99,2019-12-14 22:57:00,321 8th St, San Francisco, CA 94016,14,379.99
295839,Apple Airpods Headphones,1,150.0,2019-12-23 12:28:00,340 Lakeview St, Seattle, WA 98101,14,150.0
295840,27in 4K Gaming Monitor,1,389.99,2019-12-07 22:52:00,442 10th St, Los Angeles, CA 90001,14,389.99
295841,Wired Headphones,1,11.99,2019-12-01 15:29:00,610 Madison St, Atlanta, GA 30301,14,11.99
295842,Apple Airpods Headphones,1,150.0,2019-12-03 12:44:00,50 5th St, Los Angeles, CA 90001,14,150.0
295843,Bose SoundSport Headphones,1,99.99,2019-12-19 14:02:00,700 West St, San Francisco, CA 94016,14,99.99
295844,AA Batteries (4-pack),1,3.84,2019-12-31 17:51:00,663 12th St, Atlanta, GA 30301,14,3.84
295845,Lightning Charging Cable,1,14.95,2019-12-20 09:53:00,955 Sunset St, San Francisco, CA 94016,14,14.95
295846,Flatscreen TV,1,300.0,2019-12-27 19:22:00,453 Johnson St, Atlanta, GA 30301,14,300.0
295847,34in Ultrawide Monitor,1,379.99,2019-12-13 15:56:00,40 Madison St, Dallas, TX 75001,14,379.99
295848,Lightning Charging Cable,1,14.95,2019-12-23 19:25:00,675 Chestnut St, San Francisco, CA 94016,14,14.95
295849,Wired Headphones,2,11.99,2019-12-24 14:42:00,121 2nd St, New York City, NY 10001,14,23.98
295850,USB-C Charging Cable,1,11.95,2019-12-29 15:54:00,480 1st St, Los Angeles, CA 90001,14,11.95
295851,iPhone,1,700.0,2019-12-11 17:08:00,197 2nd St, Boston, MA 02215,14,700.0
295852,ThinkPad Laptop,1,999.99,2019-12-24 20:52:00,639 Sunset St, Los Angeles, CA 90001,14,999.99
295853,Wired Headphones,1,11.99,2019-12-05 16:54:00,982 Cedar St, New York City, NY 10001,14,11.99
295854,iPhone,1,700.0,2019-12-29 10:35:00,183 Hickory St, Austin, TX 73301,14,700.0
295855,20in Monitor,1,109.99,2019-12-12 17:43:00,584 9th St, Boston, MA 02215,14,109.99
295856,USB-C Charging Cable,1,11.95,2019-12-24 10:37:00,214 7th St, Boston, MA 02215,14,11.95
295857,USB-C Charging Cable,1,11.95,2019-12-30 21:42:00,984 Jefferson St, Portland, OR 97035,14,11.95
295858,AAA Batteries (4-pack),1,2.99,2019-12-08 00:13:00,218 7th St, Dallas, TX 75001,14,2.99
295859,USB-C Charging Cable,1,11.95,2019-12-29 10:53:00,588 Washington St, Los Angeles, CA 90001,14,11.95
295860,USB-C Charging Cable,1,11.95,2019-12-05 15:17:00,227 Cherry St, New York City, NY 10001,14,11.95
295861,Lightning Charging Cable,1,14.95,2019-12-01 12:59:00,510 Sunset St, New York City, NY 10001,14,14.95
295862,AAA Batteries (4-pack),1,2.99,2019-12-03 14:22:00,654 12th St, Portland, ME 04101,14,2.99
295863,AA Batteries (4-pack),1,3.84,2019-12-12 11:14:00,736 Ridge St, Atlanta, GA 30301,14,3.84
295864,27in 4K Gaming Monitor,1,389.99,2019-12-20 20:02:00,434 4th St, Austin, TX 73301,14,389.99
295865,Bose SoundSport Headphones,1,99.99,2019-12-03 15:18:00,92 2nd St, Los Angeles, CA 90001,14,99.99
295866,Wired Headphones,1,11.99,2019-12-06 13:57:00,281 West St, Los Angeles, CA 90001,14,11.99
295867,Wired Headphones,1,11.99,2019-12-27 21:16:00,943 Cedar St, San Francisco, CA 94016,14,11.99
295868,USB-C Charging Cable,1,11.95,2019-12-28 20:55:00,547 12th St, Boston, MA 02215,14,11.95
295869,Lightning Charging Cable,1,14.95,2019-12-16 18:46:00,4 Main St, Los Angeles, CA 90001,14,14.95
295870,Lightning Charging Cable,1,14.95,2019-12-09 17:01:00,955 13th St, San Francisco, CA 94016,14,14.95
295871,Macbook Pro Laptop,1,1700.0,2019-12-28 11:19:00,661 Park St, Dallas, TX 75001,14,1700.0
295872,34in Ultrawide Monitor,1,379.99,2019-12-14 10:49:00,845 Forest St, Los Angeles, CA 90001,14,379.99
295873,Google Phone,1,600.0,2019-12-17 11:50:00,919 Chestnut St, New York City, NY 10001,14,600.0
295874,Wired Headphones,1,11.99,2019-12-15 08:31:00,78 Sunset St, San Francisco, CA 94016,14,11.99
295875,Lightning Charging Cable,1,14.95,2019-12-11 16:54:00,898 Jefferson St, Los Angeles, CA 90001,14,14.95
295876,AA Batteries (4-pack),1,3.84,2019-12-08 19:00:00,646 12th St, Atlanta, GA 30301,14,3.84
295877,27in FHD Monitor,1,149.99,2019-12-31 15:27:00,721 1st St, Los Angeles, CA 90001,14,149.99
295878,USB-C Charging Cable,1,11.95,2019-12-14 20:05:00,294 10th St, Los Angeles, CA 90001,14,11.95
295879,34in Ultrawide Monitor,1,379.99,2019-12-24 11:54:00,893 Park St, Boston, MA 02215,14,379.99
295880,AA Batteries (4-pack),1,3.84,2019-12-13 17:38:00,900 Madison St, San Francisco, CA 94016,14,3.84
295881,USB-C Charging Cable,1,11.95,2019-12-02 18:36:00,316 River St, San Francisco, CA 94016,14,11.95
295882,Wired Headphones,1,11.99,2019-12-20 18:14:00,301 Jackson St, Austin, TX 73301,14,11.99
295883,27in 4K Gaming Monitor,1,389.99,2019-12-26 08:48:00,305 North St, New York City, NY 10001,14,389.99
295884,AAA Batteries (4-pack),1,2.99,2019-12-28 18:49:00,198 Walnut St, San Francisco, CA 94016,14,2.99
295885,iPhone,1,700.0,2019-12-20 13:47:00,223 5th St, Dallas, TX 75001,14,700.0
295886,Wired Headphones,1,11.99,2019-12-27 08:59:00,352 2nd St, Los Angeles, CA 90001,14,11.99
295887,Wired Headphones,1,11.99,2019-12-24 18:37:00,827 Lake St, Seattle, WA 98101,14,11.99
295888,Lightning Charging Cable,1,14.95,2019-12-31 14:42:00,628 Church St, Los Angeles, CA 90001,14,14.95
295889,USB-C Charging Cable,1,11.95,2019-12-24 17:56:00,300 Cherry St, New York City, NY 10001,14,11.95
295890,ThinkPad Laptop,1,999.99,2019-12-05 11:59:00,254 Elm St, San Francisco, CA 94016,14,999.99
295891,27in 4K Gaming Monitor,1,389.99,2019-12-05 13:02:00,854 North St, Atlanta, GA 30301,14,389.99
295892,USB-C Charging Cable,1,11.95,2019-12-28 13:31:00,534 Walnut St, Portland, OR 97035,14,11.95
295893,AAA Batteries (4-pack),1,2.99,2019-12-25 23:02:00,517 13th St, San Francisco, CA 94016,14,2.99
295894,27in FHD Monitor,1,149.99,2019-12-26 13:24:00,9 Center St, Los Angeles, CA 90001,14,149.99
295895,AAA Batteries (4-pack),1,2.99,2019-12-29 00:18:00,539 Forest St, San Francisco, CA 94016,14,2.99
295896,Flatscreen TV,1,300.0,2019-12-24 18:21:00,929 Dogwood St, Los Angeles, CA 90001,14,300.0
295897,27in FHD Monitor,1,149.99,2019-12-08 11:55:00,478 13th St, Portland, OR 97035,14,149.99
295898,AA Batteries (4-pack),1,3.84,2019-12-21 11:28:00,375 Spruce St, San Francisco, CA 94016,14,3.84
295899,USB-C Charging Cable,1,11.95,2019-12-13 16:44:00,722 Spruce St, Seattle, WA 98101,14,11.95
295900,AA Batteries (4-pack),1,3.84,2019-12-27 18:56:00,283 Washington St, Boston, MA 02215,14,3.84
295901,20in Monitor,1,109.99,2019-12-05 20:02:00,67 12th St, San Francisco, CA 94016,14,109.99
295902,AA Batteries (4-pack),2,3.84,2019-12-26 21:54:00,160 Maple St, Austin, TX 73301,14,7.68
295903,AA Batteries (4-pack),1,3.84,2019-12-21 13:40:00,337 12th St, Dallas, TX 75001,14,3.84
295904,Wired Headphones,1,11.99,2019-12-19 17:30:00,647 Wilson St, Atlanta, GA 30301,14,11.99
295905,AA Batteries (4-pack),2,3.84,2019-12-06 23:48:00,345 Walnut St, Los Angeles, CA 90001,14,7.68
295906,27in FHD Monitor,1,149.99,2019-12-11 20:55:00,773 7th St, Atlanta, GA 30301,14,149.99
295907,AA Batteries (4-pack),2,3.84,2019-12-18 08:43:00,672 Dogwood St, Austin, TX 73301,14,7.68
295908,20in Monitor,1,109.99,2019-12-17 10:28:00,342 Adams St, New York City, NY 10001,14,109.99
295909,AA Batteries (4-pack),1,3.84,2019-12-27 17:29:00,360 Wilson St, Boston, MA 02215,14,3.84
295910,Lightning Charging Cable,1,14.95,2019-12-27 22:46:00,6 Wilson St, Seattle, WA 98101,14,14.95
150502,iPhone,1,700.0,2019-02-18 01:35:00,866 Spruce St, Portland, ME 04101,14,700.0
150503,AA Batteries (4-pack),1,3.84,2019-02-13 07:24:00,18 13th St, San Francisco, CA 94016,14,3.84
150504,27in 4K Gaming Monitor,1,389.99,2019-02-18 09:46:00,52 6th St, New York City, NY 10001,14,389.99
150505,Lightning Charging Cable,1,14.95,2019-02-02 16:47:00,129 Cherry St, Atlanta, GA 30301,14,14.95
150506,AA Batteries (4-pack),2,3.84,2019-02-28 20:32:00,548 Lincoln St, Seattle, WA 98101,14,7.68
150507,Lightning Charging Cable,1,14.95,2019-02-24 18:50:00,387 12th St, Austin, TX 73301,14,14.95
150508,AA Batteries (4-pack),1,3.84,2019-02-21 19:26:00,622 Center St, San Francisco, CA 94016,14,3.84
150509,Apple Airpods Headphones,1,150.0,2019-02-26 19:53:00,921 6th St, Seattle, WA 98101,14,150.0
150510,USB-C Charging Cable,1,11.95,2019-02-17 21:48:00,451 2nd St, Los Angeles, CA 90001,14,11.95
150511,USB-C Charging Cable,1,11.95,2019-02-22 07:36:00,689 River St, San Francisco, CA 94016,14,11.95
150512,Bose SoundSport Headphones,1,99.99,2019-02-17 18:29:00,198 Center St, Los Angeles, CA 90001,14,99.99
150513,Bose SoundSport Headphones,1,99.99,2019-02-25 20:49:00,777 Spruce St, Los Angeles, CA 90001,14,99.99
150514,27in FHD Monitor,1,149.99,2019-02-03 00:21:00,723 Wilson St, Los Angeles, CA 90001,14,149.99
150515,Apple Airpods Headphones,1,150.0,2019-02-18 14:53:00,101 13th St, New York City, NY 10001,14,150.0
150516,Lightning Charging Cable,1,14.95,2019-02-20 12:29:00,303 Sunset St, Atlanta, GA 30301,14,14.95
150517,Wired Headphones,1,11.99,2019-02-08 12:57:00,471 13th St, San Francisco, CA 94016,14,11.99
150518,Macbook Pro Laptop,1,1700.0,2019-02-26 12:38:00,847 10th St, San Francisco, CA 94016,14,1700.0
150518,iPhone,1,700.0,2019-02-26 12:38:00,847 10th St, San Francisco, CA 94016,14,700.0
150519,Wired Headphones,1,11.99,2019-02-23 13:25:00,111 Hill St, Dallas, TX 75001,14,11.99
150520,AA Batteries (4-pack),2,3.84,2019-02-27 14:39:00,512 Church St, Dallas, TX 75001,14,7.68
150521,Flatscreen TV,1,300.0,2019-02-27 20:07:00,588 1st St, Los Angeles, CA 90001,14,300.0
150522,20in Monitor,1,109.99,2019-02-12 00:00:00,633 Cherry St, Boston, MA 02215,14,109.99
150523,LG Dryer,1,600.0,2019-02-27 20:24:00,452 8th St, San Francisco, CA 94016,14,600.0
150524,Wired Headphones,1,11.99,2019-02-28 13:47:00,311 8th St, Austin, TX 73301,14,11.99
150525,20in Monitor,1,109.99,2019-02-25 09:38:00,874 Jefferson St, San Francisco, CA 94016,14,109.99
150526,AAA Batteries (4-pack),1,2.99,2019-02-15 11:31:00,85 Park St, Boston, MA 02215,14,2.99
150527,USB-C Charging Cable,1,11.95,2019-02-07 14:33:00,165 Jefferson St, Los Angeles, CA 90001,14,11.95
150528,AAA Batteries (4-pack),2,2.99,2019-02-26 23:17:00,426 Lake St, Los Angeles, CA 90001,14,5.98
150529,AA Batteries (4-pack),4,3.84,2019-02-11 13:10:00,116 Elm St, Seattle, WA 98101,14,15.36
150530,ThinkPad Laptop,1,999.99,2019-02-05 14:19:00,752 Park St, Los Angeles, CA 90001,14,999.99
150531,USB-C Charging Cable,1,11.95,2019-02-28 18:16:00,457 Maple St, Los Angeles, CA 90001,14,11.95
150532,USB-C Charging Cable,1,11.95,2019-02-04 22:57:00,645 Walnut St, San Francisco, CA 94016,14,11.95
150533,AAA Batteries (4-pack),1,2.99,2019-03-01 03:06:00,270 Dogwood St, San Francisco, CA 94016,14,2.99
150534,AAA Batteries (4-pack),2,2.99,2019-02-12 22:02:00,246 9th St, Los Angeles, CA 90001,14,5.98
150535,AAA Batteries (4-pack),1,2.99,2019-02-21 11:46:00,961 2nd St, San Francisco, CA 94016,14,2.99
150536,Wired Headphones,1,11.99,2019-02-13 22:43:00,134 8th St, Los Angeles, CA 90001,14,11.99
150537,Wired Headphones,1,11.99,2019-02-23 13:31:00,437 12th St, San Francisco, CA 94016,14,11.99
150538,Apple Airpods Headphones,1,150.0,2019-02-22 17:28:00,553 12th St, Atlanta, GA 30301,14,150.0
150539,AA Batteries (4-pack),2,3.84,2019-02-18 16:46:00,103 14th St, San Francisco, CA 94016,14,7.68
150540,Apple Airpods Headphones,1,150.0,2019-02-18 15:23:00,218 Ridge St, Atlanta, GA 30301,14,150.0
150541,AAA Batteries (4-pack),1,2.99,2019-03-01 01:03:00,683 Adams St, Portland, OR 97035,14,2.99
150542,AA Batteries (4-pack),1,3.84,2019-02-02 19:46:00,517 10th St, Austin, TX 73301,14,3.84
150543,Wired Headphones,1,11.99,2019-02-08 09:21:00,268 Sunset St, Boston, MA 02215,14,11.99
150544,Lightning Charging Cable,1,14.95,2019-02-10 17:19:00,723 Elm St, Los Angeles, CA 90001,14,14.95
150545,Macbook Pro Laptop,1,1700.0,2019-02-25 20:35:00,905 Meadow St, Atlanta, GA 30301,14,1700.0
